County,State,fips,Latitude,Longitude
King and Queen,VIRGINIA,51097,37.72,-76.88
King George,VIRGINIA,51099,38.28,-77.18
King William,VIRGINIA,51101,37.69,-77.07
Lancaster,VIRGINIA,51103,37.76,-76.47
Lee,VIRGINIA,51105,36.68,-83.1
Lexington,VIRGINIA,51678,37.55,-77.45
Loudoun,VIRGINIA,51107,39.1,-77.67
Louisa,VIRGINIA,51109,37.99,-77.95
Lunenburg,VIRGINIA,51111,36.94,-78.26
Lynchburg,VIRGINIA,51680,37.31,-79.27
Madison,VIRGINIA,51113,38.41,-78.28
Manassas,VIRGINIA,51683,38.74,-77.49
Manassas Park,VIRGINIA,51685,38.78,-77.47
Martinsville,VIRGINIA,0,37.39,-75.91
Mathews,VIRGINIA,51115,37.45,-76.33
Mecklenburg,VIRGINIA,51117,36.68,-78.31
Middlesex,VIRGINIA,51119,37.62,-76.59
Montgomery,VIRGINIA,51121,37.18,-80.39
Nelson,VIRGINIA,51125,37.78,-78.9
New Kent,VIRGINIA,51127,37.5,-77
Newport News,VIRGINIA,51700,37.06,-76.47
Norfolk,VIRGINIA,51710,36.85,-76.23
Northampton,VIRGINIA,51131,37.37,-75.93
Northumberland,VIRGINIA,51133,37.93,-76.48
Norton,VIRGINIA,51720,36.92,-82.68
Nottoway,VIRGINIA,51135,37.15,-78.06
Orange,VIRGINIA,51137,38.25,-78.01
Page,VIRGINIA,51139,38.6,-78.5
Patrick,VIRGINIA,51141,36.68,-80.28
Petersburg,VIRGINIA,51730,37.22,-77.39
Pittsylvania,VIRGINIA,51143,36.81,-79.44
Poquoson,VIRGINIA,51735,37.14,-76.39
Portsmouth,VIRGINIA,51740,36.82,-76.3
Powhatan,VIRGINIA,51145,37.55,-77.91
Prince Edward,VIRGINIA,51147,37.23,-78.46
Prince George,VIRGINIA,51149,37.18,-77.22
Prince William,VIRGINIA,51153,38.74,-77.55
Pulaski,VIRGINIA,51155,37.06,-80.73
Radford,VIRGINIA,51750,37.14,-79.62
Rappahannock,VIRGINIA,51157,38.69,-78.15
Richmond,VIRGINIA,51760,37.55,-77.42
Richmond,VIRGINIA,51760,37.54,-77.43
Roanoke,VIRGINIA,51770,37.4,-79.91
Roanoke,VIRGINIA,51770,37.27,-79.96
Rockbridge,VIRGINIA,51163,37.83,-79.46
Rockingham,VIRGINIA,51165,38.51,-78.89
Russell,VIRGINIA,51167,36.93,-82.11
Salem,VIRGINIA,51775,36.8,-76.13
Scott,VIRGINIA,51169,36.71,-82.59
Shenandoah,VIRGINIA,51171,38.86,-78.59
Smyth,VIRGINIA,51173,36.84,-81.53
Southampton,VIRGINIA,51175,36.7,-77.16
Spotsylvania,VIRGINIA,51177,38.19,-77.67
Stafford,VIRGINIA,51179,38.42,-77.46
Staunton,VIRGINIA,51790,38.16,-79.1
Suffolk,VIRGINIA,51800,36.68,-76.78
Surry,VIRGINIA,51181,37.11,-76.9
Sussex,VIRGINIA,51183,36.91,-77.27
Tazewell,VIRGINIA,51185,37.12,-81.57
Virginia Beach,VIRGINIA,51810,36.84,-75.98
Warren,VIRGINIA,51187,38.91,-78.21
Washington,VIRGINIA,51191,36.74,-81.94
Waynesboro,VIRGINIA,51820,38.07,-78.87
Westmoreland,VIRGINIA,51193,38.12,-76.76
Williamsburg,VIRGINIA,51830,37.35,-76.75
Winchester,VIRGINIA,51840,39.14,-78.39
Wise,VIRGINIA,51195,37.02,-82.61
Wythe,VIRGINIA,51197,36.91,-81.06
York,VIRGINIA,51199,37.22,-76.52
US VIRGIN ISLANDS,US VIRGIN ISLANDS,78,18.4,-64.57
Addison,VERMONT,50001,44.03,-73.14
Bennington,VERMONT,50003,43.01,-73.14
Caledonia,VERMONT,50005,44.47,-72.09
Chittenden,VERMONT,50007,44.45,-73.07
Essex,VERMONT,50009,44.7,-71.73
Franklin,VERMONT,50011,44.87,-72.93
Grand Isle,VERMONT,50013,44.71,-73.3
Lamoille,VERMONT,50015,44.61,-72.67
Orange,VERMONT,50017,43.99,-72.38
Orleans,VERMONT,50019,44.87,-72.25
Rutland,VERMONT,50021,43.52,-73.03
Washington,VERMONT,50023,44.26,-72.61
Windham,VERMONT,50025,43,-72.76
Windsor,VERMONT,50027,43.54,-72.59
Unassigned,VERMONT,50,44.6,-72.5
Adams,WASHINGTON,53001,46.97,-118.59
Asotin,WASHINGTON,53003,46.17,-117.2
Benton,WASHINGTON,53005,46.17,-119.53
Chelan,WASHINGTON,53007,47.8,-120.63
Clallam,WASHINGTON,53009,48,-123.74
Clark,WASHINGTON,53011,45.77,-122.49
Columbia,WASHINGTON,53013,46.3,-117.92
Cowlitz,WASHINGTON,53015,46.2,-122.69
Douglas,WASHINGTON,53017,47.76,-119.61
Ferry,WASHINGTON,53019,48.47,-118.48
Franklin,WASHINGTON,53021,46.56,-118.89
Garfield,WASHINGTON,53023,46.46,-117.53
Grant,WASHINGTON,53025,47.12,-119.49
Grays Harbor,WASHINGTON,53027,47.17,-123.87
Island,WASHINGTON,53029,48.22,-122.68
Jefferson,WASHINGTON,53031,47.73,-123.63
King,WASHINGTON,53033,47.49,-121.86
Kitsap,WASHINGTON,53035,47.6,-122.65
Kittitas,WASHINGTON,53037,47.11,-120.58
Klickitat,WASHINGTON,53039,45.88,-120.8
Lewis,WASHINGTON,53041,46.56,-122.42
Lincoln,WASHINGTON,53043,47.57,-118.36
Mason,WASHINGTON,53045,47.34,-123.18
Okanogan,WASHINGTON,53047,48.36,-119.58
Pacific,WASHINGTON,53049,46.53,-123.77
Pend Oreille,WASHINGTON,53051,48.52,-117.28
Pierce,WASHINGTON,53053,47,-122.21
San Juan,WASHINGTON,53055,48.54,-122.99
Skagit,WASHINGTON,53057,48.46,-121.73
Skamania,WASHINGTON,53059,45.97,-121.93
Snohomish,WASHINGTON,53061,48.01,-121.73
Spokane,WASHINGTON,53063,47.54,-117.41
Stevens,WASHINGTON,53065,48.42,-117.85
Thurston,WASHINGTON,53067,46.93,-122.89
Wahkiakum,WASHINGTON,53069,46.28,-123.34
Walla Walla,WASHINGTON,53071,46.21,-118.52
Whatcom,WASHINGTON,53073,48.81,-121.88
Whitman,WASHINGTON,53075,46.94,-117.53
Yakima,WASHINGTON,53077,46.41,-120.73
Unassigned,WASHINGTON,53,38.9,-77.04
Sauk,WISCONSIN,55111,43.44,-89.96
Pierce,WISCONSIN,55093,44.72,-92.38
La Crosse,WISCONSIN,55063,43.8,-91.24
Dunn,WISCONSIN,55033,44.93,-91.9
Jackson,WISCONSIN,55053,44.3,-90.81
Green Lake,WISCONSIN,55047,43.8,-89.04
Walworth,WISCONSIN,55127,42.67,-88.55
Vernon,WISCONSIN,55123,43.58,-90.82
Kenosha,WISCONSIN,55059,42.58,-87.82
Milwaukee,WISCONSIN,55079,43.04,-87.92
Ashland,WISCONSIN,55003,46.21,-90.68
Oneida,WISCONSIN,55085,45.69,-89.48
Waushara,WISCONSIN,55137,44.11,-89.24
Washburn,WISCONSIN,55129,45.89,-91.8
Lafayette,WISCONSIN,55065,42.66,-90.13
Waupaca,WISCONSIN,55135,44.49,-88.96
Vilas,WISCONSIN,55125,46.04,-89.47
Ozaukee,WISCONSIN,55089,43.36,-87.96
Sheboygan,WISCONSIN,55117,43.71,-87.94
Washington,WISCONSIN,55131,43.37,-88.24
Bayfield,WISCONSIN,55007,46.47,-91.2
Portage,WISCONSIN,55097,44.46,-89.51
Fond du Lac,WISCONSIN,55039,43.75,-88.45
Kewaunee,WISCONSIN,55061,44.52,-87.63
Langlade,WISCONSIN,55067,45.27,-89.07
Rock,WISCONSIN,55105,42.66,-89.08
Crawford,WISCONSIN,55023,43.23,-90.89
Eau Claire,WISCONSIN,55035,44.81,-91.5
Oconto,WISCONSIN,55083,45,-88.25
Forest,WISCONSIN,55041,44.43,-89.69
Sawyer,WISCONSIN,55113,45.87,-91.15
Trempealeau,WISCONSIN,55121,44.28,-91.38
Polk,WISCONSIN,55095,45.43,-92.41
Green,WISCONSIN,55045,44.43,-89.69
Outagamie,WISCONSIN,55087,44.42,-88.46
Adams,WISCONSIN,55001,43.95,-89.78
Taylor,WISCONSIN,55119,45.21,-90.49
Marathon,WISCONSIN,55073,44.89,-89.78
Florence,WISCONSIN,55037,45.84,-88.39
Barron,WISCONSIN,55005,45.42,-91.84
Iron,WISCONSIN,55051,46.22,-90.21
Monroe,WISCONSIN,55081,43.94,-90.64
Racine,WISCONSIN,55101,42.73,-87.78
Shawano,WISCONSIN,55115,44.78,-88.71
Dodge,WISCONSIN,55027,43.41,-88.72
Dane,WISCONSIN,55025,43.07,-89.43
Calumet,WISCONSIN,55015,44.08,-88.21
Jefferson,WISCONSIN,55055,43.02,-88.77
Burnett,WISCONSIN,55013,45.86,-92.27
Chippewa,WISCONSIN,55017,45.07,-91.3
Douglas,WISCONSIN,55031,46.44,-91.91
Marquette,WISCONSIN,55077,43.81,-89.39
Brown,WISCONSIN,55009,44.44,-88.02
Richland,WISCONSIN,55103,43.37,-90.46
Wood,WISCONSIN,55141,44.45,-90.02
Winnebago,WISCONSIN,55139,44.07,-88.65
Lincoln,WISCONSIN,55069,45.33,-89.73
Pepin,WISCONSIN,55091,44.64,-92.01
Iowa,WISCONSIN,55049,42.97,-90.13
Marinette,WISCONSIN,55075,45.38,-88.04
Price,WISCONSIN,55099,45.68,-90.37
Grant,WISCONSIN,55043,42.89,-90.7
Columbia,WISCONSIN,55021,43.46,-89.35
Clark,WISCONSIN,55019,44.72,-90.62
St. Croix,WISCONSIN,55109,45.03,-92.47
Juneau,WISCONSIN,55057,43.95,-90.12
Rusk,WISCONSIN,55107,45.46,-91.12
Waukesha,WISCONSIN,55133,43.01,-88.23
Buffalo,WISCONSIN,55011,44.41,-91.76
Menominee,WISCONSIN,55078,45.02,-88.71
Manitowoc,WISCONSIN,55071,44.1,-87.83
Door,WISCONSIN,55029,44.76,-87.53
Barbour,WEST VIRGINIA,54001,39.12,-80.01
Berkeley,WEST VIRGINIA,54003,39.45,-78.04
Boone,WEST VIRGINIA,54005,38.01,-81.7
Braxton,WEST VIRGINIA,54007,38.7,-80.7
Brooke,WEST VIRGINIA,54009,40.27,-80.57
Cabell,WEST VIRGINIA,54011,38.42,-82.23
Calhoun,WEST VIRGINIA,54013,38.83,-81.12
Clay,WEST VIRGINIA,54015,38.45,-81.07
Doddridge,WEST VIRGINIA,54017,39.26,-80.73
Fayette,WEST VIRGINIA,54019,38.03,-81.07
Gilmer,WEST VIRGINIA,54021,38.93,-80.84
Grant,WEST VIRGINIA,54023,39.07,-79.21
Greenbrier,WEST VIRGINIA,54025,37.96,-80.45
Hampshire,WEST VIRGINIA,54027,39.3,-78.62
Hancock,WEST VIRGINIA,54029,40.51,-80.57
Hardy,WEST VIRGINIA,54031,39,-78.84
Harrison,WEST VIRGINIA,54033,39.28,-80.38
Jackson,WEST VIRGINIA,54035,38.82,-81.66
Jefferson,WEST VIRGINIA,54037,39.3,-77.88
Kanawha,WEST VIRGINIA,54039,38.34,-81.51
Lewis,WEST VIRGINIA,54041,39.01,-80.49
Lincoln,WEST VIRGINIA,54043,38.16,-82.07
Logan,WEST VIRGINIA,54045,37.8,-81.93
Marion,WEST VIRGINIA,54049,39.51,-80.23
Marshall,WEST VIRGINIA,54051,39.86,-80.66
Mason,WEST VIRGINIA,54053,38.75,-82.05
McDowell,WEST VIRGINIA,54047,37.37,-81.65
Mercer,WEST VIRGINIA,54055,37.41,-81.11
Mineral,WEST VIRGINIA,54057,39.38,-78.94
Mingo,WEST VIRGINIA,54059,37.68,-82.13
Monongalia,WEST VIRGINIA,54061,39.64,-80.03
Monroe,WEST VIRGINIA,54063,37.56,-80.52
Morgan,WEST VIRGINIA,54065,39.55,-78.26
Nicholas,WEST VIRGINIA,54067,38.28,-80.77
Ohio,WEST VIRGINIA,54069,40.1,-80.61
Pendleton,WEST VIRGINIA,54071,38.69,-79.34
Pleasants,WEST VIRGINIA,54073,39.37,-81.16
Pocahontas,WEST VIRGINIA,54075,38.3,-80.03
Preston,WEST VIRGINIA,54077,39.44,-79.69
Putnam,WEST VIRGINIA,54079,38.49,-81.92
Raleigh,WEST VIRGINIA,54081,37.75,-81.22
Randolph,WEST VIRGINIA,54083,38.81,-79.87
Ritchie,WEST VIRGINIA,54085,39.17,-81.05
Roane,WEST VIRGINIA,54087,38.69,-81.34
Summers,WEST VIRGINIA,54089,37.63,-80.85
Taylor,WEST VIRGINIA,54091,39.33,-80.04
Tucker,WEST VIRGINIA,54093,39.13,-79.56
Tyler,WEST VIRGINIA,54095,39.46,-80.87
Upshur,WEST VIRGINIA,54097,38.9,-80.25
Wayne,WEST VIRGINIA,54099,38.13,-82.43
Webster,WEST VIRGINIA,54101,38.48,-80.43
Wetzel,WEST VIRGINIA,54103,39.61,-80.65
Wirt,WEST VIRGINIA,54105,39.03,-81.36
Wood,WEST VIRGINIA,54107,39.2,-81.52
Wyoming,WEST VIRGINIA,54109,37.6,-81.54
Albany,WYOMING,56001,41.67,-105.68
Big Horn,WYOMING,56003,44.5,-108
Campbell,WYOMING,56005,44.19,-105.58
Carbon,WYOMING,56007,41.74,-106.86
Converse,WYOMING,56009,43.02,-105.5
Crook,WYOMING,56011,44.58,-104.58
Fremont,WYOMING,56013,43.03,-108.58
Goshen,WYOMING,56015,42.07,-104.35
Hot Springs,WYOMING,56017,43.7,-108.41
Johnson,WYOMING,56019,44.02,-106.61
Laramie,WYOMING,56021,41.27,-104.73
Lincoln,WYOMING,56023,42.18,-110.72
Natrona,WYOMING,56025,42.95,-106.85
Niobrara,WYOMING,56027,43.01,-104.46
Park,WYOMING,56029,44.61,-109.57
Platte,WYOMING,56031,42.09,-104.99
Sheridan,WYOMING,56033,44.8,-106.82
Sublette,WYOMING,56035,42.74,-109.99
Sweetwater,WYOMING,56037,41.62,-108.97
Teton,WYOMING,56039,43.91,-110.64
Uinta,WYOMING,56041,41.26,-110.57
Washakie,WYOMING,56043,43.93,-107.67
Weston,WYOMING,56045,43.84,-104.54
